Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"LQDT","LIQUIDITY SERVICES INC","Industrials","Equity","26,445,054.30","0.03","26,445,054.30","611,305.00","43.26","United States","NASDAQ","USD","1.00","USD","-"
"TRAX","FIRST TRACKS BIOTHERAPEUTICS INC","Health Care","Equity","26,373,898.48","0.03","26,373,898.48","601,046.00","43.88","United States","NASDAQ","USD","1.00","USD","-"
"TGLS","TECNOGLASS HOLDINGS","Industrials","Equity","26,300,677.44","0.03","26,300,677.44","662,152.00","39.72","United States","NYSE","USD","1.00","USD","-"
"DMC","DEL MONTE","Consumer Staples","Equity","26,238,906.53","0.03","26,238,906.53","862,271.00","30.43","United States","NYSE","USD","1.00","USD","-"
"UAA","UNDER ARMOUR INC CLASS A","Consumer Discretionary","Equity","26,071,334.25","0.03","26,071,334.25","5,142,275.00","5.07","United States","NYSE","USD","1.00","USD","-"
"DEC","DIVERSIFIED ENERGY COMPANY","Energy","Equity","26,048,102.40","0.03","26,048,102.40","1,808,896.00","14.40","United States","NYSE","USD","1.00","USD","-"
"CRVS","CORVUS PHARMACEUTICALS","Health Care","Equity","25,977,444.06","0.03","25,977,444.06","1,751,682.00","14.83","United States","NASDAQ","USD","1.00","USD","-"
"SDGR","SCHRODINGER INC","Health Care","Equity","25,961,064.39","0.03","25,961,064.39","1,469,217.00","17.67","United States","NASDAQ","USD","1.00","USD","-"
"CNXN","PC CONNECTION INC","Information Technology","Equity","25,916,550.40","0.03","25,916,550.40","328,640.00","78.86","United States","NASDAQ","USD","1.00","USD","-"
"PRSU","PURSUIT ATTRACTIONS AND HOSPITALIT","Consumer Discretionary","Equity","25,920,584.28","0.03","25,920,584.28","539,338.00","48.06","United States","NYSE","USD","1.00","USD","-"
"CNXC","CONCENTRIX","Industrials","Equity","25,901,986.32","0.03","25,901,986.32","1,094,296.00","23.67","United States","NASDAQ","USD","1.00","USD","-"
"WINA","WINMARK","Consumer Discretionary","Equity","25,883,648.70","0.03","25,883,648.70","75,390.00","343.33","United States","NASDAQ","USD","1.00","USD","-"
"PCT","PURECYCLE TECHNOLOGIES","Materials","Equity","25,792,755.36","0.03","25,792,755.36","3,748,947.00","6.88","United States","NASDAQ","USD","1.00","USD","-"
"CIM","CHIMERA INVESTMENT","Financials","Equity","25,786,117.65","0.03","25,786,117.65","2,198,305.00","11.73","United States","NYSE","USD","1.00","USD","-"
"AMAL","AMALGAMATED FINANCIAL CORP","Financials","Equity","25,691,256.76","0.03","25,691,256.76","511,982.00","50.18","United States","NASDAQ","USD","1.00","USD","-"
"FMNB","FARMERS NATIONAL BANC CORP","Financials","Equity","25,679,627.46","0.03","25,679,627.46","1,602,973.00","16.02","United States","NASDAQ","USD","1.00","USD","-"
"AVAH","AVEANNA HEALTHCARE HOLDINGS INC","Health Care","Equity","25,653,493.81","0.03","25,653,493.81","2,024,743.00","12.67","United States","NASDAQ","USD","1.00","USD","-"
"KFRC","KFORCE INC","Industrials","Equity","25,439,796.15","0.03","25,439,796.15","436,435.00","58.29","United States","NYSE","USD","1.00","USD","-"
"PD","PAGERDUTY","Information Technology","Equity","25,296,929.32","0.03","25,296,929.32","2,132,962.00","11.86","United States","NYSE","USD","1.00","USD","-"
"SMP","STANDARD MOTOR PRODUCTS INC","Consumer Discretionary","Equity","25,230,540.00","0.03","25,230,540.00","648,600.00","38.90","United States","NYSE","USD","1.00","USD","-"
"OI","O I GLASS","Materials","Equity","25,211,472.48","0.03","25,211,472.48","3,964,068.00","6.36","United States","NYSE","USD","1.00","USD","-"
"PMT","PENNYMAC MORTGAGE INVESTMENT TRUST","Financials","Equity","25,128,564.21","0.03","25,128,564.21","2,664,747.00","9.43","United States","NYSE","USD","1.00","USD","-"
"FSUN","FIRSTSUN CAPITAL BANCORP","Financials","Equity","25,120,721.40","0.03","25,120,721.40","621,185.00","40.44","United States","NASDAQ","USD","1.00","USD","-"
"FLNG","FLEX LNG","Energy","Equity","25,074,841.50","0.03","25,074,841.50","806,265.00","31.10","Norway","NYSE","USD","1.00","USD","-"
"SEPN","SEPTERNA","Health Care","Equity","25,049,570.40","0.03","25,049,570.40","571,908.00","43.80","United States","NASDAQ","USD","1.00","USD","-"
"BKSY","BLACKSKY TECHNOLOGY INC CLASS A","Industrials","Equity","25,050,145.66","0.03","25,050,145.66","865,589.00","28.94","United States","NYSE","USD","1.00","USD","-"
"CRK","COMSTOCK RESOURCES","Energy","Equity","25,044,612.82","0.03","25,044,612.82","1,833,427.00","13.66","United States","NYSE","USD","1.00","USD","-"
"PLOW","DOUGLAS DYNAMICS INC","Industrials","Equity","25,008,442.03","0.03","25,008,442.03","603,049.00","41.47","United States","NYSE","USD","1.00","USD","-"
"COTY","COTY INC CLASS A","Consumer Staples","Equity","24,828,123.66","0.03","24,828,123.66","9,061,359.00","2.74","United States","NYSE","USD","1.00","USD","-"
"ASTE","ASTEC INDUSTRIES","Industrials","Equity","24,736,086.00","0.03","24,736,086.00","597,490.00","41.40","United States","NASDAQ","USD","1.00","USD","-"
"RVLV","REVOLVE GROUP CLASS A INC","Consumer Discretionary","Equity","24,728,553.54","0.03","24,728,553.54","1,081,739.00","22.86","United States","NYSE","USD","1.00","USD","-"
"TRST","TRUSTCO BANK CORP","Financials","Equity","24,733,609.00","0.03","24,733,609.00","431,350.00","57.34","United States","NASDAQ","USD","1.00","USD","-"
"ARDX","ARDELYX","Health Care","Equity","24,655,482.88","0.03","24,655,482.88","6,289,664.00","3.92","United States","NASDAQ","USD","1.00","USD","-"
"AMTB","AMERANT BANCORP CLASS A","Financials","Equity","24,547,062.96","0.03","24,547,062.96","841,806.00","29.16","United States","NYSE","USD","1.00","USD","-"
"PCRX","PACIRA BIOSCIENCES","Health Care","Equity","24,528,168.00","0.03","24,528,168.00","1,022,007.00","24.00","United States","NASDAQ","USD","1.00","USD","-"
"TYRA","TYRA BIOSCIENCES","Health Care","Equity","24,515,722.56","0.03","24,515,722.56","941,464.00","26.04","United States","NASDAQ","USD","1.00","USD","-"
"PSNL","PERSONALIS","Health Care","Equity","24,427,031.07","0.03","24,427,031.07","1,756,077.00","13.91","United States","NASDAQ","USD","1.00","USD","-"
"SBSI","SOUTHSIDE BANCSHARES INC","Financials","Equity","24,418,058.96","0.03","24,418,058.96","750,632.00","32.53","United States","NYSE","USD","1.00","USD","-"
"NUTX","NUTEX HEALTH INC","Health Care","Equity","24,371,404.20","0.03","24,371,404.20","129,870.00","187.66","United States","NASDAQ","USD","1.00","USD","-"
"GTM","ZOOMINFO TECHNOLOGIES","Communication","Equity","24,347,984.76","0.03","24,347,984.76","6,373,818.00","3.82","United States","NASDAQ","USD","1.00","USD","-"
"VOR","VOR BIOPHARMA","Health Care","Equity","24,300,129.60","0.03","24,300,129.60","1,043,820.00","23.28","United States","NASDAQ","USD","1.00","USD","-"
"VERX","VERTEX INC CLASS A","Information Technology","Equity","24,281,416.50","0.03","24,281,416.50","1,892,550.00","12.83","United States","NASDAQ","USD","1.00","USD","-"
"MUX","MCEWEN INC","Materials","Equity","24,229,398.24","0.03","24,229,398.24","1,319,684.00","18.36","United States","NYSE","USD","1.00","USD","-"
"COLL","COLLEGIUM PHARMACEUTICAL INC","Health Care","Equity","24,144,544.50","0.03","24,144,544.50","847,177.00","28.50","United States","NASDAQ","USD","1.00","USD","-"
"UTL","UNITIL CORP","Utilities","Equity","24,145,645.60","0.03","24,145,645.60","447,805.00","53.92","United States","NYSE","USD","1.00","USD","-"
"SAH","SONIC AUTOMOTIVE INC CLASS A","Consumer Discretionary","Equity","24,120,720.00","0.03","24,120,720.00","312,000.00","77.31","United States","NYSE","USD","1.00","USD","-"
"CCO","CLEAR CHANNEL OUTDOOR HOLDINGS INC","Communication","Equity","24,066,323.79","0.03","24,066,323.79","10,154,567.00","2.37","United States","NYSE","USD","1.00","USD","-"
"STGW","STAGWELL CLASS A","Communication","Equity","23,943,913.95","0.03","23,943,913.95","2,705,527.00","8.85","United States","NASDAQ","USD","1.00","USD","-"
"INDI","INDIE SEMICONDUCTOR INC CLASS A","Information Technology","Equity","23,899,850.52","0.03","23,899,850.52","5,506,878.00","4.34","United States","NASDAQ","USD","1.00","USD","-"
"CERT","CERTARA","Health Care","Equity","23,867,741.43","0.03","23,867,741.43","2,979,743.00","8.01","United States","NASDAQ","USD","1.00","USD","-"
"QDEL","QUIDELORTHO CORP","Health Care","Equity","23,848,510.52","0.03","23,848,510.52","1,775,764.00","13.43","United States","NASDAQ","USD","1.00","USD","-"
"BLMN","BLOOMIN BRANDS INC","Consumer Discretionary","Equity","23,822,946.68","0.03","23,822,946.68","2,234,798.00","10.66","United States","NASDAQ","USD","1.00","USD","-"
"NX","QUANEX BUILDING PRODUCTS CORP","Industrials","Equity","23,758,133.13","0.03","23,758,133.13","1,187,313.00","20.01","United States","NYSE","USD","1.00","USD","-"
"SMPL","THE SIMPLY GOOD FOODS COMPANY","Consumer Staples","Equity","23,714,298.77","0.03","23,714,298.77","2,161,741.00","10.97","United States","NASDAQ","USD","1.00","USD","-"
"RUM","RUM GROUP CLASS A","Communication","Equity","23,671,998.90","0.03","23,671,998.90","2,922,469.00","8.10","United States","NASDAQ","USD","1.00","USD","-"
"SVC","SERVICE PROPERTIES TRUST","Real Estate","Equity","23,646,012.75","0.03","23,646,012.75","3,019,925.00","7.83","United States","NASDAQ","USD","1.00","USD","-"
"PURR","HYPERLIQUID STRATEGIES INC","Health Care","Equity","23,643,878.40","0.03","23,643,878.40","3,283,872.00","7.20","United States","NASDAQ","USD","1.00","USD","-"
"MFA","MFA FINANCIAL","Financials","Equity","23,598,477.00","0.03","23,598,477.00","2,622,053.00","9.00","United States","NYSE","USD","1.00","USD","-"
"AIP","ARTERIS INC","Information Technology","Equity","23,560,426.21","0.03","23,560,426.21","912,841.00","25.81","United States","NASDAQ","USD","1.00","USD","-"
"WOLF","WOLFSPEED INC","Information Technology","Equity","23,526,354.28","0.03","23,526,354.28","747,818.00","31.46","United States","NYSE","USD","1.00","USD","-"
"CSR","CENTERSPACE","Real Estate","Equity","23,517,143.42","0.03","23,517,143.42","440,974.00","53.33","United States","NYSE","USD","1.00","USD","-"
"HAFC","HANMI FINANCIAL CORP","Financials","Equity","23,508,924.74","0.03","23,508,924.74","733,279.00","32.06","United States","NASDAQ","USD","1.00","USD","-"
"ZBIO","ZENAS BIOPHARMA","Health Care","Equity","23,496,832.77","0.03","23,496,832.77","736,347.00","31.91","United States","NASDAQ","USD","1.00","USD","-"
"TDAY","USA TODAY INC","Communication","Equity","23,466,913.48","0.03","23,466,913.48","3,513,011.00","6.68","United States","NYSE","USD","1.00","USD","-"
"EE","EXCELERATE ENERGY INC CLASS A","Energy","Equity","23,395,421.25","0.03","23,395,421.25","628,065.00","37.25","United States","NYSE","USD","1.00","USD","-"
"NBBK","NB BANCORP INC","Financials","Equity","23,372,740.50","0.03","23,372,740.50","1,027,825.00","22.74","United States","NASDAQ","USD","1.00","USD","-"
"EIG","EMPLOYERS HOLDINGS","Financials","Equity","23,310,092.74","0.03","23,310,092.74","481,514.00","48.41","United States","NYSE","USD","1.00","USD","-"
"ODC","OIL DRI CORPORATION OF AMERICA","Consumer Staples","Equity","23,253,139.26","0.03","23,253,139.26","254,801.00","91.26","United States","NYSE","USD","1.00","USD","-"
"BETA","BETA TECHNOLOGIES CLASS A","Industrials","Equity","23,238,384.00","0.03","23,238,384.00","868,400.00","26.76","United States","NYSE","USD","1.00","USD","-"
"FOXF","FOX FACTORY HOLDING","Consumer Discretionary","Equity","23,173,145.87","0.03","23,173,145.87","1,112,489.00","20.83","United States","NASDAQ","USD","1.00","USD","-"
"INBX","INHIBRX BIOSCIENCES INC","Health Care","Equity","23,120,018.52","0.03","23,120,018.52","244,346.00","94.62","United States","NASDAQ","USD","1.00","USD","-"
"ESQ","ESQUIRE FINANCIAL HOLDINGS INC","Financials","Equity","22,952,193.81","0.03","22,952,193.81","188,643.00","121.67","United States","NASDAQ","USD","1.00","USD","-"
"FISI","FINANCIAL INSTITUTIONS INC","Financials","Equity","22,932,506.20","0.03","22,932,506.20","551,660.00","41.57","United States","NASDAQ","USD","1.00","USD","-"
"KOPN","KOPIN CORP","Information Technology","Equity","22,931,319.60","0.03","22,931,319.60","4,549,865.00","5.04","United States","NASDAQ","USD","1.00","USD","-"
"EVLV","EVOLV TECHNOLOGIES HOLDINGS CLASS","Information Technology","Equity","22,875,803.84","0.03","22,875,803.84","4,205,111.00","5.44","United States","NASDAQ","USD","1.00","USD","-"
"PRKS","UNITED PARKS AND RESORTS INC","Consumer Discretionary","Equity","22,835,163.30","0.03","22,835,163.30","507,110.00","45.03","United States","NYSE","USD","1.00","USD","-"
"WMK","WEIS MARKETS","Consumer Staples","Equity","22,812,360.74","0.03","22,812,360.74","324,454.00","70.31","United States","NYSE","USD","1.00","USD","-"
"MSFUT","CASH COLLATERAL MSFUT USD","Cash and/or Derivatives","Cash Collateral and Margins","22,758,000.00","0.03","22,758,000.00","22,758,000.00","100.00","United States","-","USD","1.00","USD","Feb 01, 2009"
"FET","FORUM ENERGY TECHNOLOGIES INC","Energy","Equity","22,752,627.56","0.03","22,752,627.56","275,756.00","82.51","United States","NYSE","USD","1.00","USD","-"
"APOG","APOGEE ENTERPRISES INC","Industrials","Equity","22,750,942.50","0.03","22,750,942.50","551,538.00","41.25","United States","NASDAQ","USD","1.00","USD","-"
"WGO","WINNEBAGO INDUSTRIES INC","Consumer Discretionary","Equity","22,742,454.24","0.03","22,742,454.24","726,132.00","31.32","United States","NYSE","USD","1.00","USD","-"
"ANRO","ALTO NEUROSCIENCE INC","Health Care","Equity","22,686,518.17","0.03","22,686,518.17","664,709.00","34.13","United States","NYSE","USD","1.00","USD","-"
"ASAN","ASANA CLASS A","Information Technology","Equity","22,658,835.52","0.03","22,658,835.52","2,473,672.00","9.16","United States","NYSE","USD","1.00","USD","-"
"LIF","LIFE360","Information Technology","Equity","22,591,124.64","0.03","22,591,124.64","483,336.00","46.74","United States","NASDAQ","USD","1.00","USD","-"
"EQBK","EQUITY BANCSHARES INC CLASS A","Financials","Equity","22,575,870.90","0.03","22,575,870.90","441,366.00","51.15","United States","NYSE","USD","1.00","USD","-"
"SENEA","SENECA FOODS CLASS A","Consumer Staples","Equity","22,553,655.54","0.03","22,553,655.54","117,302.00","192.27","United States","NASDAQ","USD","1.00","USD","-"
"ORRF","ORRSTOWN FINANCIAL SERVICES INC","Financials","Equity","22,519,611.52","0.03","22,519,611.52","521,408.00","43.19","United States","NASDAQ","USD","1.00","USD","-"
"MRTN","MARTEN TRANSPORT","Industrials","Equity","22,437,388.50","0.03","22,437,388.50","1,505,865.00","14.90","United States","NASDAQ","USD","1.00","USD","-"
"CSTL","CASTLE BIOSCIENCES","Health Care","Equity","22,425,210.52","0.03","22,425,210.52","772,484.00","29.03","United States","NASDAQ","USD","1.00","USD","-"
"FG","F&G ANNUITIES AND LIFE INC","Financials","Equity","22,368,973.90","0.03","22,368,973.90","875,498.00","25.55","United States","NYSE","USD","1.00","USD","-"
"BUR","BURFORD CAPITAL LTD","Financials","Equity","22,271,862.78","0.03","22,271,862.78","5,379,677.00","4.14","United States","NYSE","USD","1.00","USD","-"
"PLSE","PULSE BIOSCIENCES INC","Health Care","Equity","22,155,210.00","0.03","22,155,210.00","481,635.00","46.00","United States","NASDAQ","USD","1.00","USD","-"
"ADAM","ADAMAS","Financials","Equity","22,100,722.56","0.03","22,100,722.56","2,192,532.00","10.08","United States","NASDAQ","USD","1.00","USD","-"
"HRTG","HERITAGE INSURANCE HOLDINGS INC","Financials","Equity","22,059,470.82","0.03","22,059,470.82","654,778.00","33.69","United States","NYSE","USD","1.00","USD","-"
"BKV","BKV","Energy","Equity","22,042,055.10","0.03","22,042,055.10","827,094.00","26.65","United States","NYSE","USD","1.00","USD","-"
"CPF","CENTRAL PACIFIC FINANCIAL CORP","Financials","Equity","22,023,708.72","0.03","22,023,708.72","580,182.00","37.96","United States","NYSE","USD","1.00","USD","-"
"GNK","GENCO SHIPPING AND TRADING","Industrials","Equity","21,978,619.45","0.03","21,978,619.45","843,709.00","26.05","United States","NYSE","USD","1.00","USD","-"
"UA","UNDER ARMOUR INC CLASS C","Consumer Discretionary","Equity","21,951,705.10","0.03","21,951,705.10","4,443,665.00","4.94","United States","NYSE","USD","1.00","USD","-"
"RPD","RAPID7","Information Technology","Equity","21,925,296.15","0.03","21,925,296.15","1,741,485.00","12.59","United States","NASDAQ","USD","1.00","USD","-"
"GERN","GERON","Health Care","Equity","21,899,818.71","0.03","21,899,818.71","14,313,607.00","1.53","United States","NASDAQ","USD","1.00","USD","-"
"SAFE","SAFEHOLD INC","Real Estate","Equity","21,898,790.40","0.03","21,898,790.40","1,479,648.00","14.80","United States","NYSE","USD","1.00","USD","-"
"MCBS","METROCITY BANKSHARES INC","Financials","Equity","21,854,613.04","0.03","21,854,613.04","606,904.00","36.01","United States","NASDAQ","USD","1.00","USD","-"
"OMDA","OMADA HEALTH","Health Care","Equity","21,845,392.50","0.03","21,845,392.50","919,806.00","23.75","United States","NASDAQ","USD","1.00","USD","-"
"TRNS","TRANSCAT","Industrials","Equity","21,826,886.95","0.03","21,826,886.95","239,935.00","90.97","United States","NASDAQ","USD","1.00","USD","-"
"GOLD","GOLD INC","Consumer Discretionary","Equity","21,705,127.60","0.03","21,705,127.60","518,765.00","41.84","United States","NYSE","USD","1.00","USD","-"
"GCMG","GCM GROSVENOR CLASS A","Financials","Equity","21,676,671.52","0.03","21,676,671.52","1,586,872.00","13.66","United States","NASDAQ","USD","1.00","USD","-"
"LINC","LINCOLN EDUCATIONAL SERVICES CORP","Consumer Discretionary","Equity","21,650,688.75","0.03","21,650,688.75","780,205.00","27.75","United States","NASDAQ","USD","1.00","USD","-"
"SIBN","SI BONE","Health Care","Equity","21,575,431.02","0.03","21,575,431.02","1,127,243.00","19.14","United States","NASDAQ","USD","1.00","USD","-"
"AMRC","AMERESCO INC CLASS A","Industrials","Equity","21,576,571.28","0.03","21,576,571.28","846,472.00","25.49","United States","NYSE","USD","1.00","USD","-"
"OLMA","OLEMA PHARMACEUTICALS","Health Care","Equity","21,545,897.85","0.03","21,545,897.85","2,023,089.00","10.65","United States","NASDAQ","USD","1.00","USD","-"
"STAA","STAAR SURGICAL","Health Care","Equity","21,522,990.72","0.03","21,522,990.72","873,498.00","24.64","United States","NASDAQ","USD","1.00","USD","-"
"KOP","KOPPERS HOLDINGS INC","Materials","Equity","21,466,174.08","0.03","21,466,174.08","472,407.00","45.44","United States","NYSE","USD","1.00","USD","-"
"RBCAA","REPUBLIC BANCORP INC CLASS A","Financials","Equity","21,397,496.40","0.03","21,397,496.40","222,705.00","96.08","United States","NASDAQ","USD","1.00","USD","-"
"MGTX","MEIRAGTX HOLDINGS PLC","Health Care","Equity","21,363,653.40","0.03","21,363,653.40","1,538,060.00","13.89","United States","NASDAQ","USD","1.00","USD","-"
"MITK","MITEK SYSTEMS INC","Information Technology","Equity","21,342,120.12","0.03","21,342,120.12","1,173,934.00","18.18","United States","NASDAQ","USD","1.00","USD","-"
"VPG","VISHAY PRECISION GROUP","Information Technology","Equity","21,324,361.35","0.03","21,324,361.35","314,565.00","67.79","United States","NYSE","USD","1.00","USD","-"
"AVTX","AVALO THERAPEUTICS INC","Health Care","Equity","21,303,592.92","0.03","21,303,592.92","1,080,852.00","19.71","United States","NASDAQ","USD","1.00","USD","-"
"CEVA","CEVA INC","Information Technology","Equity","21,287,720.61","0.03","21,287,720.61","717,483.00","29.67","United States","NASDAQ","USD","1.00","USD","-"
"SVRA","SAVARA","Health Care","Equity","21,251,501.13","0.03","21,251,501.13","3,957,449.00","5.37","United States","NASDAQ","USD","1.00","USD","-"
"ANNX","ANNEXON","Health Care","Equity","21,203,756.64","0.03","21,203,756.64","4,015,863.00","5.28","United States","NASDAQ","USD","1.00","USD","-"
"TE","T1 ENERGY","Information Technology","Equity","21,156,955.95","0.03","21,156,955.95","4,549,883.00","4.65","United States","NYSE","USD","1.00","USD","-"
"CODI","COMPASS DIVERSIFIED","Financials","Equity","21,136,171.32","0.03","21,136,171.32","1,779,139.00","11.88","United States","NYSE","USD","1.00","USD","-"
"ASST","STRIVE INC CLASS A","Health Care","Equity","21,121,548.80","0.03","21,121,548.80","1,650,121.00","12.80","United States","NASDAQ","USD","1.00","USD","-"
"BV","BRIGHTVIEW HOLDINGS","Industrials","Equity","21,079,787.50","0.03","21,079,787.50","1,833,025.00","11.50","United States","NYSE","USD","1.00","USD","-"
"GLIBK","LIBERTY CAPITAL CORP SERIES C","Communication","Equity","21,080,727.48","0.03","21,080,727.48","810,174.00","26.02","United States","NASDAQ","USD","1.00","USD","-"
"EGBN","EAGLE BANCORP","Financials","Equity","21,047,622.95","0.03","21,047,622.95","739,811.00","28.45","United States","NASDAQ","USD","1.00","USD","-"
"APEI","AMERICAN PUBLIC EDUCATION","Consumer Discretionary","Equity","20,982,491.28","0.03","20,982,491.28","469,512.00","44.69","United States","NASDAQ","USD","1.00","USD","-"
"ALRS","ALERUS FINANCIAL CORP","Financials","Equity","20,976,883.20","0.03","20,976,883.20","624,312.00","33.60","United States","NASDAQ","USD","1.00","USD","-"
"DJCO","DAILY JOURNAL","Information Technology","Equity","20,981,065.98","0.03","20,981,065.98","34,937.00","600.54","United States","NASDAQ","USD","1.00","USD","-"
"MPB","MID PENN BANCORP INC","Financials","Equity","20,958,410.61","0.03","20,958,410.61","550,523.00","38.07","United States","NASDAQ","USD","1.00","USD","-"
"FCBC","FIRST COMMUNITY BANKSHARES INC","Financials","Equity","20,936,592.13","0.03","20,936,592.13","425,627.00","49.19","United States","NASDAQ","USD","1.00","USD","-"
"BZH","BEAZER HOMES","Consumer Discretionary","Equity","20,883,238.53","0.03","20,883,238.53","630,723.00","33.11","United States","NYSE","USD","1.00","USD","-"
"FLOC","FLOWCO HOLDINGS CLASS A","Energy","Equity","20,867,949.48","0.03","20,867,949.48","910,469.00","22.92","United States","NYSE","USD","1.00","USD","-"
"PAR","PAR TECHNOLOGY","Information Technology","Equity","20,848,923.60","0.03","20,848,923.60","1,073,580.00","19.42","United States","NYSE","USD","1.00","USD","-"
"RIGL","RIGEL PHARMACEUTICALS","Health Care","Equity","20,784,275.70","0.03","20,784,275.70","476,485.00","43.62","United States","NASDAQ","USD","1.00","USD","-"
"KLRA","KAILERA THERAPEUTICS INC","Health Care","Equity","20,757,668.17","0.03","20,757,668.17","1,164,199.00","17.83","United States","NASDAQ","USD","1.00","USD","-"
"SHBI","SHORE BANCSHARES INC","Financials","Equity","20,719,369.58","0.03","20,719,369.58","875,713.00","23.66","United States","NASDAQ","USD","1.00","USD","-"
"SMBK","SMARTFINANCIAL INC","Financials","Equity","20,714,633.59","0.03","20,714,633.59","399,049.00","51.91","United States","NYSE","USD","1.00","USD","-"
"LYTS","LSI INDUSTRIES INC","Industrials","Equity","20,496,673.51","0.03","20,496,673.51","849,427.00","24.13","United States","NASDAQ","USD","1.00","USD","-"
"NNE","NANO NUCLEAR ENERGY","Industrials","Equity","20,454,089.00","0.02","20,454,089.00","1,120,772.00","18.25","United States","NASDAQ","USD","1.00","USD","-"
"WASH","WASHINGTON TRUST BANCORP INC","Financials","Equity","20,410,894.90","0.02","20,410,894.90","508,366.00","40.15","United States","NASDAQ","USD","1.00","USD","-"
"CMP","COMPASS MINERALS INTERNATIONAL","Materials","Equity","20,380,947.84","0.02","20,380,947.84","824,472.00","24.72","United States","NYSE","USD","1.00","USD","-"
"FSBC","FIVE STAR BANCORP","Financials","Equity","20,335,256.20","0.02","20,335,256.20","436,660.00","46.57","United States","NASDAQ","USD","1.00","USD","-"
"CASS","CASS INFORMATION SYSTEMS INC","Financials","Equity","20,317,497.10","0.02","20,317,497.10","352,123.00","57.70","United States","NASDAQ","USD","1.00","USD","-"
"SXC","SUNCOKE ENERGY INC","Materials","Equity","20,275,782.98","0.02","20,275,782.98","2,218,357.00","9.14","United States","NYSE","USD","1.00","USD","-"
"BBSI","BARRETT BUSINESS SERVICES INC","Industrials","Equity","20,248,730.55","0.02","20,248,730.55","614,529.00","32.95","United States","NASDAQ","USD","1.00","USD","-"
"AVR","ANTERIS TECHNOLOGIES GLOBAL CORP","Health Care","Equity","20,251,449.40","0.02","20,251,449.40","2,113,930.00","9.58","United States","NASDAQ","USD","1.00","USD","-"
"NPK","NATIONAL PRESTO INDUSTRIES INC","Industrials","Equity","20,208,489.80","0.02","20,208,489.80","137,230.00","147.26","United States","NYSE","USD","1.00","USD","-"
"LPTH","LIGHTPATH TECHNOLOGIES INC CLASS A","Information Technology","Equity","20,154,702.78","0.02","20,154,702.78","1,417,349.00","14.22","United States","NASDAQ","USD","1.00","USD","-"
"MTUS","METALLUS INC","Materials","Equity","20,131,262.58","0.02","20,131,262.58","948,246.00","21.23","United States","NYSE","USD","1.00","USD","-"
"DRVN","DRIVEN BRANDS HOLDINGS","Consumer Discretionary","Equity","20,117,036.30","0.02","20,117,036.30","1,560,670.00","12.89","United States","NASDAQ","USD","1.00","USD","-"
"RDVT","RED VIOLET INC","Information Technology","Equity","20,084,409.84","0.02","20,084,409.84","294,536.00","68.19","United States","NASDAQ","USD","1.00","USD","-"
"PZZA","PAPA JOHNS INTERNATIONAL INC","Consumer Discretionary","Equity","20,010,296.20","0.02","20,010,296.20","856,972.00","23.35","United States","NASDAQ","USD","1.00","USD","-"
"VREX","VAREX IMAGING","Health Care","Equity","19,995,004.38","0.02","19,995,004.38","1,083,153.00","18.46","United States","NASDAQ","USD","1.00","USD","-"
"BBNX","BETA BIONICS INC","Health Care","Equity","19,980,319.80","0.02","19,980,319.80","1,050,490.00","19.02","United States","NASDAQ","USD","1.00","USD","-"
"NVGS","NAVIGATOR HOLDINGS","Energy","Equity","19,921,147.68","0.02","19,921,147.68","932,638.00","21.36","United Kingdom","NYSE","USD","1.00","USD","-"
"DAKT","DAKTRONICS INC","Information Technology","Equity","19,856,702.23","0.02","19,856,702.23","1,021,961.00","19.43","United States","NASDAQ","USD","1.00","USD","-"
"JBIO","JADE BIOSCIENCES INC","Health Care","Equity","19,837,766.40","0.02","19,837,766.40","842,368.00","23.55","United States","NASDAQ","USD","1.00","USD","-"
"PGC","PEAPACK GLADSTONE FINANCIAL CORP","Financials","Equity","19,771,844.60","0.02","19,771,844.60","426,485.00","46.36","United States","NASDAQ","USD","1.00","USD","-"
"GDOT","GREEN DOT CLASS A","Financials","Equity","19,752,052.32","0.02","19,752,052.32","1,462,032.00","13.51","United States","NYSE","USD","1.00","USD","-"
"ALOY","REALLOYS INC","Materials","Equity","19,679,598.00","0.02","19,679,598.00","1,457,748.00","13.50","United States","NASDAQ","USD","1.00","USD","-"
"CADL","CANDEL THERAPEUTICS INC","Health Care","Equity","19,665,491.55","0.02","19,665,491.55","1,631,991.00","12.05","United States","NASDAQ","USD","1.00","USD","-"
"ABUS","ARBUTUS BIOPHARMA CORP","Health Care","Equity","19,666,744.68","0.02","19,666,744.68","4,063,377.00","4.84","United States","NASDAQ","USD","1.00","USD","-"
"CDNL","CARDINAL INFRASTRUCTURE GROUP INC","Industrials","Equity","19,598,930.34","0.02","19,598,930.34","434,181.00","45.14","United States","NASDAQ","USD","1.00","USD","-"
"PRAA","PRA GROUP INC","Financials","Equity","19,481,776.35","0.02","19,481,776.35","991,439.00","19.65","United States","NASDAQ","USD","1.00","USD","-"
"LCID","LUCID GROUP","Consumer Discretionary","Equity","19,480,933.65","0.02","19,480,933.65","3,376,245.00","5.77","United States","NASDAQ","USD","1.00","USD","-"
"CXM","SPRINKLR CLASS A","Information Technology","Equity","19,464,682.26","0.02","19,464,682.26","2,816,886.00","6.91","United States","NYSE","USD","1.00","USD","-"
