Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"NEO","NEOGENOMICS","Health Care","Equity","53,595,974.40","0.07","53,595,974.40","3,370,816.00","15.90","United States","NASDAQ","USD","1.00","USD","-"
"URGN","UROGEN PHARMA","Health Care","Equity","53,584,130.64","0.07","53,584,130.64","1,095,342.00","48.92","United States","NASDAQ","USD","1.00","USD","-"
"FLY","FIREFLY AEROSPACE","Industrials","Equity","53,539,660.46","0.07","53,539,660.46","2,048,189.00","26.14","United States","NASDAQ","USD","1.00","USD","-"
"IPAR","INTERPARFUMS INC","Consumer Staples","Equity","53,449,417.56","0.07","53,449,417.56","471,086.00","113.46","United States","NASDAQ","USD","1.00","USD","-"
"ARR","ARMOUR RESIDENTIAL REIT","Financials","Equity","53,246,072.88","0.06","53,246,072.88","3,250,676.00","16.38","United States","NYSE","USD","1.00","USD","-"
"KSS","KOHLS CORP","Consumer Discretionary","Equity","53,132,684.00","0.06","53,132,684.00","2,841,320.00","18.70","United States","NYSE","USD","1.00","USD","-"
"VERA","VERA THERAPEUTICS CLASS A","Health Care","Equity","53,125,617.00","0.06","53,125,617.00","1,645,775.00","32.28","United States","NASDAQ","USD","1.00","USD","-"
"PRLB","PROTO LABS","Industrials","Equity","52,815,476.56","0.06","52,815,476.56","622,237.00","84.88","United States","NYSE","USD","1.00","USD","-"
"PPTA","PERPETUA RESOURCES","Materials","Equity","52,745,237.22","0.06","52,745,237.22","2,217,118.00","23.79","United States","NASDAQ","USD","1.00","USD","-"
"MBX","MBX BIOSCIENCES","Health Care","Equity","52,657,697.64","0.06","52,657,697.64","791,607.00","66.52","United States","NASDAQ","USD","1.00","USD","-"
"PACS","PACS GROUP","Health Care","Equity","52,626,795.00","0.06","52,626,795.00","1,201,525.00","43.80","United States","NYSE","USD","1.00","USD","-"
"AGIO","AGIOS PHARMACEUTICALS","Health Care","Equity","52,360,171.20","0.06","52,360,171.20","1,522,098.00","34.40","United States","NASDAQ","USD","1.00","USD","-"
"CHCO","CITY HOLDING","Financials","Equity","52,315,176.48","0.06","52,315,176.48","357,784.00","146.22","United States","NASDAQ","USD","1.00","USD","-"
"NTST","NETSTREIT","Real Estate","Equity","52,103,579.72","0.06","52,103,579.72","2,537,924.00","20.53","United States","NYSE","USD","1.00","USD","-"
"ESTA","ESTABLISHMENT LABS INC","Health Care","Equity","52,053,894.62","0.06","52,053,894.62","692,068.00","75.22","United States","NASDAQ","USD","1.00","USD","-"
"SPB","SPECTRUM BRANDS HOLDINGS","Consumer Staples","Equity","52,058,160.00","0.06","52,058,160.00","591,570.00","88.00","United States","NYSE","USD","1.00","USD","-"
"WLY","JOHN WILEY AND SONS CLASS A","Communication","Equity","51,781,789.84","0.06","51,781,789.84","1,013,144.00","51.11","United States","NYSE","USD","1.00","USD","-"
"SHO","SUNSTONE HOTEL INVESTORS REIT INC","Real Estate","Equity","51,750,193.46","0.06","51,750,193.46","4,679,041.00","11.06","United States","NYSE","USD","1.00","USD","-"
"CTRI","CENTURI HOLDINGS INC","Industrials","Equity","51,550,607.25","0.06","51,550,607.25","2,275,965.00","22.65","United States","NYSE","USD","1.00","USD","-"
"TRVI","TREVI THERAPEUTICS","Health Care","Equity","51,493,619.88","0.06","51,493,619.88","2,733,207.00","18.84","United States","NASDAQ","USD","1.00","USD","-"
"LTC","LTC PROPERTIES REIT","Real Estate","Equity","51,224,320.00","0.06","51,224,320.00","1,280,608.00","40.00","United States","NYSE","USD","1.00","USD","-"
"PRDO","PERDOCEO EDUCATION","Consumer Discretionary","Equity","51,150,067.08","0.06","51,150,067.08","1,566,138.00","32.66","United States","NASDAQ","USD","1.00","USD","-"
"CRVL","CORVEL","Health Care","Equity","50,888,501.30","0.06","50,888,501.30","755,695.00","67.34","United States","NASDAQ","USD","1.00","USD","-"
"ALGT","ALLEGIANT TRAVEL","Industrials","Equity","50,860,292.50","0.06","50,860,292.50","622,525.00","81.70","United States","NASDAQ","USD","1.00","USD","-"
"TNET","TRINET GROUPINARY","Industrials","Equity","50,727,306.24","0.06","50,727,306.24","726,336.00","69.84","United States","NYSE","USD","1.00","USD","-"
"INOD","INNODATA","Industrials","Equity","50,687,810.94","0.06","50,687,810.94","822,587.00","61.62","United States","NASDAQ","USD","1.00","USD","-"
"ALMS","ALUMIS","Health Care","Equity","50,587,707.84","0.06","50,587,707.84","2,033,268.00","24.88","United States","NASDAQ","USD","1.00","USD","-"
"BLBD","BLUE BIRD","Industrials","Equity","50,385,215.30","0.06","50,385,215.30","819,805.00","61.46","United States","NASDAQ","USD","1.00","USD","-"
"PEB","PEBBLEBROOK HOTEL TRUST REIT","Real Estate","Equity","50,351,150.70","0.06","50,351,150.70","2,751,429.00","18.30","United States","NYSE","USD","1.00","USD","-"
"BBUC","BROOKFIELD BUSINESS CORP CLASS A","Industrials","Equity","50,155,549.96","0.06","50,155,549.96","1,767,908.00","28.37","Canada","NYSE","USD","1.00","USD","-"
"NSP","INSPERITY","Industrials","Equity","49,934,123.28","0.06","49,934,123.28","954,216.00","52.33","United States","NYSE","USD","1.00","USD","-"
"FA","FIRST ADVANTAGE","Industrials","Equity","49,894,813.30","0.06","49,894,813.30","2,381,614.00","20.95","United States","NASDAQ","USD","1.00","USD","-"
"NN","NEXTNAV","Information Technology","Equity","49,825,820.52","0.06","49,825,820.52","2,599,156.00","19.17","United States","NASDAQ","USD","1.00","USD","-"
"ATEN","A10 NETWORKS INC","Information Technology","Equity","49,724,497.20","0.06","49,724,497.20","1,869,342.00","26.60","United States","NYSE","USD","1.00","USD","-"
"GABC","GERMAN AMERICAN BANCORP INC","Financials","Equity","49,554,228.24","0.06","49,554,228.24","972,796.00","50.94","United States","NASDAQ","USD","1.00","USD","-"
"NNI","NELNET CLASS A","Financials","Equity","49,483,567.86","0.06","49,483,567.86","393,758.00","125.67","United States","NYSE","USD","1.00","USD","-"
"SEZL","SEZZLE INC","Financials","Equity","49,447,030.50","0.06","49,447,030.50","421,975.00","117.18","United States","NASDAQ","USD","1.00","USD","-"
"HE","HAWAIIAN ELECTRIC INDUSTRIES","Utilities","Equity","49,323,942.12","0.06","49,323,942.12","4,266,777.00","11.56","United States","NYSE","USD","1.00","USD","-"
"SONO","SONOS","Consumer Discretionary","Equity","49,292,606.19","0.06","49,292,606.19","3,121,761.00","15.79","United States","NASDAQ","USD","1.00","USD","-"
"GTY","GETTY REALTY REIT","Real Estate","Equity","49,273,995.96","0.06","49,273,995.96","1,493,604.00","32.99","United States","NYSE","USD","1.00","USD","-"
"ZD","ZIFF DAVIS INC","Communication","Equity","49,025,196.99","0.06","49,025,196.99","889,911.00","55.09","United States","NASDAQ","USD","1.00","USD","-"
"BFLY","BUTTERFLY NETWORK CLASS A","Health Care","Equity","48,397,482.00","0.06","48,397,482.00","5,377,498.00","9.00","United States","NYSE","USD","1.00","USD","-"
"DXC","DXC TECHNOLOGY","Information Technology","Equity","48,294,781.50","0.06","48,294,781.50","4,599,503.00","10.50","United States","NYSE","USD","1.00","USD","-"
"SMA","SMARTSTOP SELF STORAGE REIT INC","Real Estate","Equity","48,182,959.24","0.06","48,182,959.24","1,411,748.00","34.13","United States","NYSE","USD","1.00","USD","-"
"EVTC","EVERTEC INC","Financials","Equity","48,175,834.08","0.06","48,175,834.08","1,628,112.00","29.59","United States","NYSE","USD","1.00","USD","-"
"EPAC","ENERPAC TOOL GROUP CLASS A","Industrials","Equity","48,129,380.52","0.06","48,129,380.52","1,318,252.00","36.51","United States","NYSE","USD","1.00","USD","-"
"DV","DOUBLEVERIFY HOLDINGS","Communication","Equity","48,099,224.93","0.06","48,099,224.93","3,624,659.00","13.27","United States","NYSE","USD","1.00","USD","-"
"PAYO","PAYONEER GLOBAL INC","Financials","Equity","48,077,265.42","0.06","48,077,265.42","6,761,922.00","7.11","United States","NASDAQ","USD","1.00","USD","-"
"SRPT","SAREPTA THERAPEUTICS","Health Care","Equity","48,053,537.56","0.06","48,053,537.56","2,666,678.00","18.02","United States","NASDAQ","USD","1.00","USD","-"
"KEEL","KEEL INFRASTRUCTURE CORP","Information Technology","Equity","47,948,329.52","0.06","47,948,329.52","15,173,522.00","3.16","Canada","NASDAQ","USD","1.00","USD","-"
"CENTA","CENTRAL GARDEN AND PET CLASS A","Consumer Staples","Equity","47,939,384.48","0.06","47,939,384.48","1,245,826.00","38.48","United States","NASDAQ","USD","1.00","USD","-"
"NBHC","NATIONAL BANK HOLDINGS CORP CLASS","Financials","Equity","47,911,882.11","0.06","47,911,882.11","1,114,489.00","42.99","United States","NYSE","USD","1.00","USD","-"
"GNL","GLOBAL NET LEASE INC","Real Estate","Equity","47,856,648.32","0.06","47,856,648.32","5,413,648.00","8.84","United States","NYSE","USD","1.00","USD","-"
"PLAB","PHOTRONICS","Information Technology","Equity","47,806,100.32","0.06","47,806,100.32","1,499,564.00","31.88","United States","NASDAQ","USD","1.00","USD","-"
"LPG","DORIAN LPG","Energy","Equity","47,541,048.75","0.06","47,541,048.75","975,201.00","48.75","United States","NYSE","USD","1.00","USD","-"
"NVCR","NOVOCURE","Health Care","Equity","47,437,359.88","0.06","47,437,359.88","2,751,587.00","17.24","United States","NASDAQ","USD","1.00","USD","-"
"STRA","STRATEGIC EDUCATION","Consumer Discretionary","Equity","47,393,042.16","0.06","47,393,042.16","578,246.00","81.96","United States","NASDAQ","USD","1.00","USD","-"
"PRGS","PROGRESS SOFTWARE CORP","Information Technology","Equity","47,097,525.52","0.06","47,097,525.52","1,089,716.00","43.22","United States","NASDAQ","USD","1.00","USD","-"
"WKC","WORLD KINECT","Energy","Equity","46,927,182.40","0.06","46,927,182.40","1,297,765.00","36.16","United States","NYSE","USD","1.00","USD","-"
"PRGO","PERRIGO PLC","Health Care","Equity","46,885,395.67","0.06","46,885,395.67","3,614,911.00","12.97","United States","NYSE","USD","1.00","USD","-"
"AMR","ALPHA METALLURGICAL RESOURCE","Materials","Equity","46,774,589.76","0.06","46,774,589.76","276,054.00","169.44","United States","NYSE","USD","1.00","USD","-"
"CASH","PATHWARD FINANCIAL INC","Financials","Equity","46,756,490.24","0.06","46,756,490.24","552,416.00","84.64","United States","NASDAQ","USD","1.00","USD","-"
"AIN","ALBANY INTERNATIONAL CORP CLASS A","Industrials","Equity","46,729,096.96","0.06","46,729,096.96","745,043.00","62.72","United States","NYSE","USD","1.00","USD","-"
"BHVN","BIOHAVEN","Health Care","Equity","46,601,890.45","0.06","46,601,890.45","3,434,185.00","13.57","United States","NYSE","USD","1.00","USD","-"
"XHR","XENIA HOTELS RESORTS REIT","Real Estate","Equity","46,588,211.85","0.06","46,588,211.85","2,417,655.00","19.27","United States","NYSE","USD","1.00","USD","-"
"AUPH","AURINIA PHARMACEUTICALS","Health Care","Equity","46,571,012.10","0.06","46,571,012.10","3,043,857.00","15.30","United States","NASDAQ","USD","1.00","USD","-"
"CLOV","CLOVER HEALTH INVESTMENTS CLASS A","Health Care","Equity","46,513,041.93","0.06","46,513,041.93","10,995,991.00","4.23","United States","NASDAQ","USD","1.00","USD","-"
"MBC","MASTERBRAND","Industrials","Equity","46,136,997.00","0.06","46,136,997.00","5,213,220.00","8.85","United States","NYSE","USD","1.00","USD","-"
"DHC","DIVERSIFIED HEALTHCARE TRUST","Real Estate","Equity","46,119,572.10","0.06","46,119,572.10","5,779,395.00","7.98","United States","NASDAQ","USD","1.00","USD","-"
"WOR","WORTHINGTON ENTERPRISES","Industrials","Equity","45,981,526.65","0.06","45,981,526.65","806,835.00","56.99","United States","NYSE","USD","1.00","USD","-"
"GENI","GENIUS SPORTS LTD","Consumer Discretionary","Equity","45,966,601.87","0.06","45,966,601.87","6,137,063.00","7.49","United Kingdom","NYSE","USD","1.00","USD","-"
"ASTH","ASTRANA HEALTH","Health Care","Equity","45,940,945.60","0.06","45,940,945.60","1,173,160.00","39.16","United States","NASDAQ","USD","1.00","USD","-"
"SPNT","SIRIUSPOINT","Financials","Equity","45,856,489.35","0.06","45,856,489.35","1,947,197.00","23.55","United States","NYSE","USD","1.00","USD","-"
"PGNY","PROGYNY","Health Care","Equity","45,848,360.19","0.06","45,848,360.19","1,783,289.00","25.71","United States","NASDAQ","USD","1.00","USD","-"
"XNCR","XENCOR","Health Care","Equity","45,681,742.26","0.06","45,681,742.26","1,797,786.00","25.41","United States","NASDAQ","USD","1.00","USD","-"
"LMAT","LEMAITRE VASCULAR","Health Care","Equity","45,643,618.64","0.06","45,643,618.64","559,907.00","81.52","United States","NASDAQ","USD","1.00","USD","-"
"SNDX","SYNDAX PHARMACEUTICALS","Health Care","Equity","45,587,486.24","0.06","45,587,486.24","2,289,103.00","19.91","United States","NASDAQ","USD","1.00","USD","-"
"CCS","CENTURY COMMUNITIES INC","Consumer Discretionary","Equity","45,536,019.12","0.06","45,536,019.12","656,517.00","69.36","United States","NYSE","USD","1.00","USD","-"
"TFIN","TRIUMPH FINANCIAL","Financials","Equity","45,370,276.92","0.06","45,370,276.92","594,942.00","76.26","United States","NYSE","USD","1.00","USD","-"
"NUVB","NUVATION BIO CLASS A","Health Care","Equity","45,206,257.92","0.06","45,206,257.92","6,495,152.00","6.96","United States","NYSE","USD","1.00","USD","-"
"STBA","S AND T BANCORP INC","Financials","Equity","45,156,588.75","0.06","45,156,588.75","889,785.00","50.75","United States","NASDAQ","USD","1.00","USD","-"
"STOK","STOKE THERAPEUTICS","Health Care","Equity","44,917,964.08","0.05","44,917,964.08","1,397,572.00","32.14","United States","NASDAQ","USD","1.00","USD","-"
"HRMY","HARMONY BIOSCIENCES HLDG","Health Care","Equity","44,782,639.00","0.05","44,782,639.00","1,153,300.00","38.83","United States","NASDAQ","USD","1.00","USD","-"
"QCRH","QCR HOLDINGS INC","Financials","Equity","44,701,354.63","0.05","44,701,354.63","430,193.00","103.91","United States","NASDAQ","USD","1.00","USD","-"
"QUBT","QUANTUM COMPUTING","Information Technology","Equity","44,623,695.96","0.05","44,623,695.96","5,237,523.00","8.52","United States","NASDAQ","USD","1.00","USD","-"
"HOPE","HOPE BANCORP INC","Financials","Equity","44,527,725.28","0.05","44,527,725.28","3,126,947.00","14.24","United States","NASDAQ","USD","1.00","USD","-"
"JBLU","JETBLUE AIRWAYS","Industrials","Equity","44,353,265.04","0.05","44,353,265.04","8,800,251.00","5.04","United States","NASDAQ","USD","1.00","USD","-"
"CPRI","CAPRI HOLDINGS LTD","Consumer Discretionary","Equity","44,348,032.26","0.05","44,348,032.26","3,075,453.00","14.42","United States","NYSE","USD","1.00","USD","-"
"CTS","CTS CORP","Information Technology","Equity","43,874,951.55","0.05","43,874,951.55","731,615.00","59.97","United States","NYSE","USD","1.00","USD","-"
"BLX","BLADEX INC CLASS E","Financials","Equity","43,649,173.60","0.05","43,649,173.60","798,704.00","54.65","Panama","NYSE","USD","1.00","USD","-"
"TIC","TIC SOLUTIONS INC","Industrials","Equity","43,548,570.60","0.05","43,548,570.60","4,682,642.00","9.30","United States","NYSE","USD","1.00","USD","-"
"HG","HAMILTON INSURANCE GROUP CLASS B","Financials","Equity","43,526,848.04","0.05","43,526,848.04","1,234,454.00","35.26","United States","NYSE","USD","1.00","USD","-"
"ETON","ETON PHARMACEUTCIALS INC","Health Care","Equity","43,517,737.25","0.05","43,517,737.25","686,075.00","63.43","United States","NASDAQ","USD","1.00","USD","-"
"UNIT","UNITI GROUP INC","Communication","Equity","43,469,868.15","0.05","43,469,868.15","4,386,465.00","9.91","United States","NASDAQ","USD","1.00","USD","-"
"HUN","HUNTSMAN CORP","Materials","Equity","43,473,546.30","0.05","43,473,546.30","4,325,726.00","10.05","United States","NYSE","USD","1.00","USD","-"
"FTRE","FORTREA HOLDINGS INC","Health Care","Equity","43,353,868.80","0.05","43,353,868.80","2,463,288.00","17.60","United States","NASDAQ","USD","1.00","USD","-"
"PRG","PROG HOLDINGS INC","Financials","Equity","43,307,068.70","0.05","43,307,068.70","1,042,790.00","41.53","United States","NYSE","USD","1.00","USD","-"
"GT","GOODYEAR TIRE & RUBBER","Consumer Discretionary","Equity","43,297,147.82","0.05","43,297,147.82","7,301,374.00","5.93","United States","NASDAQ","USD","1.00","USD","-"
"ALG","ALAMO GROUP","Industrials","Equity","43,297,367.75","0.05","43,297,367.75","271,883.00","159.25","United States","NYSE","USD","1.00","USD","-"
"GRC","GORMAN-RUPP","Industrials","Equity","43,268,715.00","0.05","43,268,715.00","549,444.00","78.75","United States","NYSE","USD","1.00","USD","-"
"EFC","ELLINGTON FINANCIAL","Financials","Equity","43,114,370.45","0.05","43,114,370.45","3,167,845.00","13.61","United States","NYSE","USD","1.00","USD","-"
"TCBK","TRICO BANCSHARES","Financials","Equity","43,034,733.00","0.05","43,034,733.00","758,990.00","56.70","United States","NASDAQ","USD","1.00","USD","-"
"HLMN","HILLMAN SOLUTIONS CORP","Industrials","Equity","42,982,197.08","0.05","42,982,197.08","5,104,774.00","8.42","United States","NASDAQ","USD","1.00","USD","-"
"DCOM","DIME COMMERCIAL BANCSHARES","Financials","Equity","42,943,025.27","0.05","42,943,025.27","1,056,929.00","40.63","United States","NYSE","USD","1.00","USD","-"
"DMRA","DAMORA THERAPEUTICS INC","Health Care","Equity","42,921,986.40","0.05","42,921,986.40","1,349,748.00","31.80","United States","NASDAQ","USD","1.00","USD","-"
"WWW","WOLVERINE WORLD WIDE","Consumer Discretionary","Equity","42,767,905.35","0.05","42,767,905.35","2,139,465.00","19.99","United States","NYSE","USD","1.00","USD","-"
"LZB","LA-Z-BOY INC","Consumer Discretionary","Equity","42,674,862.72","0.05","42,674,862.72","1,045,184.00","40.83","United States","NYSE","USD","1.00","USD","-"
"TNDM","TANDEM DIABETES CARE","Health Care","Equity","42,665,519.61","0.05","42,665,519.61","1,797,957.00","23.73","United States","NASDAQ","USD","1.00","USD","-"
"INSP","INSPIRE MEDICAL SYSTEMS","Health Care","Equity","42,575,386.20","0.05","42,575,386.20","741,990.00","57.38","United States","NYSE","USD","1.00","USD","-"
